id,name,novehicle,onevehicle,twovehicle,threevehicle,medianincome,houseunits,average_vehicles
"357",Census Tract 2828,"108","262","177","28","74750","575","1.2173913043478262"
"359",Census Tract 2832,"241","322","145","16","87813","724","0.9116022099447514"
"360",Census Tract 2838,"254","905","450","17","108816","1626","1.141451414514145"
"361",Census Tract 2909,"475","510","115","65","29821","1165","0.8025751072961373"
"362",Census Tract 2912,"314","274","71","69","28214","728","0.8557692307692307"
"363",Census Tract 2916,"25","112","66","111","78750","314","1.8375796178343948"
"364",Census Tract 2922,"379","265","275","23","47656","942","0.9384288747346072"
"365",Census Tract 2924,"282","185","90","103","49426","660","1.0212121212121212"
"366",Census Tract 2925,"531","583","245","109","51075","1468","0.9536784741144414"
"367",Census Tract 3005,"124","336","202","139","53571","801","1.4444444444444444"
"368",Census Tract 3006,"173","421","171","51","43789","816","1.1225490196078431"
"369",Census Tract 3007,"295","449","591","216","41508","1551","1.4693745970341714"
"370",Census Tract 3008,"296","413","278","94","27353","1081","1.1572617946345976"
"371",Census Tract 3009,"139","1156","283","44","33306","1622","1.1430332922318125"
"372",Census Tract 3011,"132","369","216","27","53107","744","1.185483870967742"
"373",Census Tract 3012,"403","594","199","156","33500","1352","1.0798816568047338"
"374",Census Tract 3016,"365","760","149","112","26698","1386","1.0057720057720059"
"375",Census Tract 3017.01,"341","393","309","247","46601","1290","1.3581395348837209"
"376",Census Tract 3017.02,"197","724","214","83","42552","1218","1.1502463054187193"
"377",Census Tract 3018.01,"252","379","422","134","41993","1187","1.3689974726200504"
"378",Census Tract 3018.02,"123","368","155","144","41724","790","1.4050632911392404"
"379",Census Tract 3018.03,"217","550","246","144","47879","1157","1.2739844425237683"
"380",Census Tract 3102,"176","241","277","15","96625","709","1.1847672778561353"
"381",Census Tract 3103,"198","327","127","72","54821","724","1.100828729281768"
"382",Census Tract 3104,"83","430","20","24","125750","557","0.9730700179533214"
"383",Census Tract 3105,"163","202","138","19","57895","522","1.024904214559387"
"384",Census Tract 3106,"637","948","488","43","91391","2116","0.970226843100189"
"385",Census Tract 3107,"263","176","69","44","39722","552","0.8079710144927537"
"386",Census Tract 3108,"443","619","223","248","65811","1533","1.1800391389432485"
"387",Census Tract 3109,"383","840","309","114","41847","1646","1.0935601458080193"
"388",Census Tract 3201.01,"1854","2652","617","0","183768","5123","0.758539918016787"
"389",Census Tract 3201.02,"1545","430","268","0","231152","2243","0.4306732055283103"
"391",Census Tract 3206,"1324","1491","236","0","181908","3051","0.6433956079973779"
"392",Census Tract 3301.01,"28","1922","1049","0","204616","2999","1.3404468156052016"
"393",Census Tract 3301.02,"1470","3386","614","0","181680","5470","0.843510054844607"
"394",Census Tract 3301.03,"1045","3074","501","49","131730","4669","0.9044763332619404"
"395",Census Tract 3302,"522","902","364","27","182083","1815","0.9426997245179063"
"396",Census Tract 3403,"188","290","213","33","42955","724","1.1256906077348066"
"398",Census Tract 3405,"371","425","87","20","24750","903","0.7297895902547066"
"399",Census Tract 3406,"268","132","13","12","17326","425","0.45647058823529413"
"400",Census Tract 3501,"611","828","95","0","57275","1534","0.6636245110821382"
"401",Census Tract 3504,"443","203","12","10","23583","668","0.3847305389221557"
"402",Census Tract 3510,"793","1192","312","0","57975","2297","0.7905964301262516"
"403",Census Tract 3511,"535","408","71","0","14303","1014","0.5424063116370809"
"404",Census Tract 3514,"631","191","72","0","18750","894","0.37472035794183445"
"406",Census Tract 3602,"221","335","38","32","38929","626","0.8099041533546326"
"407",Census Tract 3801,"495","516","109","11","120188","1131","0.6781609195402298"
"408",Census Tract 3802,"685","447","60","5","57962","1197","0.48621553884711777"
"409",Census Tract 3806,"851","718","332","21","50167","1922","0.7518210197710719"
"410",Census Tract 3812,"325","350","157","108","85727","940","1.051063829787234"
"411",Census Tract 3814,"234","277","127","60","26993","698","1.018624641833811"
"412",Census Tract 3815,"96","152","19","4","20982","271","0.7453874538745388"
"390",Census Tract 3204,"285","344","83","0","250000","712","0.7162921348314607"
"414",Census Tract 3818,"197","341","57","56","80288","651","0.956989247311828"
"415",Census Tract 3819,"108","279","77","71","52700","535","1.2074766355140187"
"416",Census Tract 3901,"284","200","214","55","129375","753","1.053120849933599"
"417",Census Tract 3902,"53","531","293","27","105086","904","1.325221238938053"
"418",Census Tract 3903,"733","680","92","139","42740","1644","0.7791970802919708"
"420",Census Tract 3905,"253","397","134","54","69779","838","0.986873508353222"
"421",Census Tract 3906,"184","485","150","19","163571","838","1.0047732696897376"
"422",Census Tract 3907,"968","2232","241","13","114944","3454","0.7970469021424436"
"423",Census Tract 4003,"276","305","49","0","35625","630","0.6396825396825396"
"424",Census Tract 4004,"343","401","51","68","36090","863","0.8192352259559675"
"425",Census Tract 4005,"514","414","67","16","28705","1011","0.5895153313550939"
"426",Census Tract 4008,"583","327","85","0","20197","995","0.4994974874371859"
"427",Census Tract 4101,"623","558","104","0","102260","1285","0.5961089494163424"
"428",Census Tract 4102,"321","325","71","23","79792","740","0.7243243243243244"
"429",Census Tract 4105,"472","566","300","30","114063","1368","0.9181286549707602"
"430",Census Tract 4106,"562","474","124","22","124583","1182","0.6666666666666666"
"431",Census Tract 4107,"407","504","104","0","86771","1015","0.7014778325123153"
"432",Census Tract 4108,"920","699","104","0","79431","1723","0.526407428903076"
"433",Census Tract 4109,"519","991","223","7","133370","1740","0.8379310344827586"
"434",Census Tract 4110,"1135","991","80","0","94044","2206","0.5217588395285585"
"435",Census Tract 4111,"271","510","84","10","159063","875","0.8091428571428572"
"437",Census Tract 4201,"463","243","105","18","28125","829","0.6115802171290712"
"438",Census Tract 4202,"306","212","104","15","70000","637","0.7299843014128728"
"439",Census Tract 4203,"309","305","64","19","47000","697","0.703012912482066"
"440",Census Tract 4204,"336","264","23","29","30638","652","0.6088957055214724"
"441",Census Tract 4205,"342","451","83","3","35703","879","0.7121729237770194"
"442",Census Tract 4206,"358","489","84","11","32500","942","0.732484076433121"
"443",Census Tract 4207,"392","527","157","29","29271","1105","0.8398190045248869"
"444",Census Tract 4208,"275","458","136","29","54958","898","0.9097995545657016"
"445",Census Tract 4212,"199","167","56","17","43578","439","0.7517084282460137"
"446",Census Tract 4301.01,"691","692","97","61","35087","1541","0.6937053861129137"
"447",Census Tract 4301.02,"778","1214","238","60","49500","2290","0.8165938864628821"
"448",Census Tract 4302,"1468","564","257","165","34957","2454","0.6409942950285249"
"449",Census Tract 4303,"392","358","120","15","25781","885","0.7265536723163842"
"450",Census Tract 4304,"431","624","107","61","47628","1223","0.8348323793949305"
"451",Census Tract 4305,"930","634","121","22","20866","1707","0.5518453427065027"
"452",Census Tract 4306,"333","254","137","80","75144","804","0.9552238805970149"
"453",Census Tract 4307,"619","643","143","16","41066","1421","0.6875439831104856"
"454",Census Tract 4308,"168","376","136","44","69375","724","1.0773480662983426"
"455",Census Tract 4309,"280","331","169","37","62222","817","0.9547123623011016"
"456",Census Tract 4312,"278","669","248","40","63625","1235","1.040485829959514"
"457",Census Tract 4313.01,"673","528","193","49","38633","1443","0.7352737352737353"
"458",Census Tract 4313.02,"724","436","142","70","35270","1372","0.6778425655976676"
"459",Census Tract 4314,"1529","1406","305","0","33457","3240","0.6222222222222222"
"460",Census Tract 4401.01,"1281","725","205","0","25139","2211","0.5133423790140208"
"461",Census Tract 4401.02,"526","960","181","110","57772","1777","0.9296567248171075"
"463",Census Tract 4402.02,"475","758","257","44","53871","1534","0.9152542372881356"
"464",Census Tract 4403,"362","849","560","242","89821","2013","1.3387978142076502"
"465",Census Tract 4406,"34","331","264","71","68385","700","1.5314285714285714"
"466",Census Tract 4407,"104","354","124","31","80208","613","1.133768352365416"
"467",Census Tract 4408,"224","323","125","3","31538","675","0.8622222222222222"
"468",Census Tract 4409,"233","498","146","85","69662","962","1.0862785862785862"
"469",Census Tract 4503,"260","881","222","112","61662","1475","1.1261016949152542"
"470",Census Tract 4601,"457","269","157","106","41971","989","0.9110212335692619"
"471",Census Tract 4602,"385","331","143","66","31989","925","0.8810810810810811"
"472",Census Tract 4603.01,"317","391","379","63","40240","1150","1.1634782608695653"
"473",Census Tract 4603.02,"308","533","243","64","44239","1148","1.0548780487804879"
"474",Census Tract 4604,"277","483","328","105","55313","1193","1.2187761944677284"
"475",Census Tract 4605,"771","1094","732","80","94426","2677","1.0451998505790063"
"476",Census Tract 4608,"389","585","283","40","29434","1297","0.9799537393986122"
"477",Census Tract 4610,"463","139","88","0","53194","690","0.45652173913043476"
"478",Census Tract 4701,"302","250","377","63","74148","992","1.2026209677419355"
"479",Census Tract 4801,"167","417","218","136","83083","938","1.3443496801705757"
"480",Census Tract 4802,"160","264","99","15","60724","538","0.9423791821561338"
"481",Census Tract 4803,"172","211","115","32","57700","530","1.0132075471698112"
"482",Census Tract 4804,"210","1070","773","202","142974","2255","1.4288248337028826"
"483",Census Tract 4805,"331","468","318","78","82500","1195","1.1196652719665272"
"484",Census Tract 4902,"250","700","329","98","68750","1377","1.1997095134350035"
"485",Census Tract 4905,"99","389","162","63","66728","713","1.26507713884993"
"486",Census Tract 4906,"61","219","165","128","43821","573","1.6282722513089005"
"487",Census Tract 4907,"136","443","270","74","57598","923","1.305525460455038"
"488",Census Tract 4908,"232","459","466","105","47378","1262","1.3518225039619651"
"489",Census Tract 4909.01,"503","465","172","97","42708","1237","0.889248181083266"
"490",Census Tract 4909.02,"374","666","498","191","75590","1729","1.2926547137073452"
"491",Census Tract 4910,"492","301","171","82","46107","1046","0.8499043977055449"
"492",Census Tract 4911,"221","576","382","146","67659","1325","1.3418867924528302"
"493",Census Tract 4912,"84","248","250","92","51875","674","1.5192878338278932"
"494",Census Tract 4913,"199","262","80","106","37692","647","1.1437403400309119"
"495",Census Tract 4914,"454","474","144","49","36250","1121","0.8108831400535237"
"496",Census Tract 5001,"131","885","576","68","67452","1660","1.35"
"497",Census Tract 5002,"243","388","74","81","34409","786","0.9910941475826972"
"498",Census Tract 5003,"172","447","167","85","49116","871","1.1894374282433984"
"499",Census Tract 5101,"268","410","298","204","42143","1180","1.3711864406779661"
"500",Census Tract 5102,"345","407","378","125","51875","1255","1.2254980079681275"
"501",Census Tract 5103,"312","977","427","135","27003","1851","1.2079956780118855"
"502",Census Tract 5201,"62","139","172","121","55536","494","1.7125506072874495"
"503",Census Tract 5202,"251","435","258","92","44784","1036","1.1843629343629345"
"504",Census Tract 5203,"263","586","749","249","46250","1847","1.5327558202490525"
"505",Census Tract 5204,"102","612","451","193","44402","1358","1.541237113402062"
"506",Census Tract 5205,"51","485","630","305","67361","1471","1.8082936777702243"
"507",Census Tract 5206,"13","295","338","129","79554","775","1.752258064516129"
"508",Census Tract 5301,"295","213","163","146","37230","817","1.1958384332925338"
"509",Census Tract 5302,"320","598","270","116","52042","1304","1.1395705521472392"
"510",Census Tract 5303,"132","830","462","45","49955","1469","1.2859087814840027"
"511",Census Tract 5304,"202","254","168","115","77041","739","1.2652232746955345"
"512",Census Tract 5305.01,"446","635","320","356","51189","1757","1.3335230506545248"
"513",Census Tract 5305.02,"68","237","170","101","64397","576","1.527777777777778"
"514",Census Tract 5305.03,"216","616","479","218","58775","1529","1.4571615434924787"
"515",Census Tract 5306,"225","438","155","54","48438","872","1.0435779816513762"
"516",Census Tract 5401.01,"673","718","136","41","20850","1568","0.7098214285714286"
"436",Census Tract 4112,"233","396","147","11","250000","787","0.9186785260482846"
"517",Census Tract 5401.02,"579","516","44","50","29831","1189","0.6341463414634146"
"518",Census Tract 5501,"282","796","1059","353","67409","2490","1.595582329317269"
"519",Census Tract 5502,"130","339","470","78","74643","1017","1.487708947885939"
"520",Census Tract 5601,"26","143","91","66","75208","326","1.6042944785276074"
"521",Census Tract 5602,"93","220","207","39","71719","559","1.3434704830053668"
"522",Census Tract 5603,"165","272","362","225","69821","1024","1.6318359375"
"523",Census Tract 5604,"57","160","181","64","67639","462","1.5454545454545454"
"524",Census Tract 5607,"181","312","526","227","78237","1246","1.6412520064205458"
"525",Census Tract 5608,"101","726","773","355","96029","1955","1.7069053708439899"
"526",Census Tract 5609,"71","517","832","419","117630","1839","1.8694942903752039"
"527",Census Tract 5610,"116","705","1057","334","126982","2212","1.7273960216998192"
"528",Census Tract 5611,"96","809","865","314","99762","2084","1.670345489443378"
"529",Census Tract 5701,"45","152","153","74","63654","424","1.6037735849056605"
"530",Census Tract 5702,"218","202","173","162","76066","755","1.3695364238410597"
"531",Census Tract 5703,"386","499","555","224","60625","1664","1.3707932692307692"
"532",Census Tract 5704,"89","295","103","63","75156","550","1.2545454545454544"
"533",Census Tract 5705,"90","269","270","110","45607","739","1.54127198917456"
"534",Census Tract 5801,"114","423","234","97","51736","868","1.3617511520737327"
"535",Census Tract 5802,"36","284","400","100","41969","820","1.6878048780487804"
"536",Census Tract 5803,"58","259","206","184","66094","707","1.7298444130127297"
"537",Census Tract 5804,"178","691","299","269","57500","1437","1.4585942936673626"
"538",Census Tract 5805.01,"186","624","463","189","41952","1462","1.448016415868673"
"539",Census Tract 5805.02,"366","583","254","207","41861","1410","1.2141843971631205"
"540",Census Tract 5806,"287","377","676","136","56157","1476","1.4478319783197833"
"541",Census Tract 5807,"272","683","441","245","46859","1641","1.4015843997562463"
"542",Census Tract 5808,"28","266","127","91","56438","512","1.548828125"
"543",Census Tract 5905,"115","376","159","81","79342","731","1.2818057455540357"
"544",Census Tract 5906,"198","519","470","124","57045","1311","1.3966437833714722"
"545",Census Tract 5907,"152","333","450","96","88958","1031","1.475266731328807"
"546",Census Tract 6004,"387","607","361","183","76667","1538","1.2210663198959688"
"547",Census Tract 6006,"268","610","211","55","46111","1144","1.0463286713286712"
"548",Census Tract 6007,"431","422","247","71","39559","1171","0.964133219470538"
"549",Census Tract 6009,"247","574","349","115","71607","1285","1.2583657587548638"
"550",Census Tract 6103,"596","750","387","228","32167","1961","1.1259561448240694"
"551",Census Tract 6104,"108","242","158","23","43656","531","1.1807909604519773"
"552",Census Tract 6108,"97","155","276","24","78333","552","1.411231884057971"
"553",Census Tract 6112,"171","383","203","49","30000","806","1.1612903225806452"
"554",Census Tract 6113,"445","315","200","64","41596","1024","0.8857421875"
"555",Census Tract 6114,"222","362","128","107","41809","819","1.1465201465201464"
"556",Census Tract 6115,"248","527","155","27","35820","957","0.9592476489028213"
"557",Census Tract 6116,"115","246","93","47","39076","501","1.1437125748502994"
"558",Census Tract 6117,"86","535","92","85","23646","798","1.2205513784461153"
"559",Census Tract 6118,"199","282","171","43","71125","695","1.0834532374100718"
"560",Census Tract 6119,"323","116","74","27","45417","540","0.6388888888888888"
"561",Census Tract 6120,"182","170","101","24","57417","477","0.9308176100628931"
"562",Census Tract 6121,"144","142","48","21","38826","355","0.847887323943662"
"563",Census Tract 6122,"350","445","229","99","32500","1123","1.068566340160285"
"564",Census Tract 6201,"20","303","417","413","65217","1153","2.0607111882046834"
"565",Census Tract 6202,"98","347","168","111","73542","724","1.4033149171270718"
"566",Census Tract 6203,"489","707","650","467","61250","2313","1.4734111543450066"
"567",Census Tract 6204,"123","369","524","195","70078","1211","1.653179190751445"
"568",Census Tract 6303,"283","396","383","292","56667","1354","1.5051698670605613"
"569",Census Tract 6304,"288","633","545","256","35494","1722","1.4465737514518002"
"570",Census Tract 6305,"228","648","450","240","43547","1566","1.4482758620689655"
"571",Census Tract 6306,"179","319","244","74","46951","816","1.2610294117647058"
"572",Census Tract 6308,"241","464","587","395","56111","1687","1.6733847065797274"
"573",Census Tract 6309,"411","478","340","141","49083","1370","1.154014598540146"
"574",Census Tract 6401,"100","186","108","64","54792","458","1.296943231441048"
"575",Census Tract 6403,"302","752","931","309","66542","2294","1.54359197907585"
"576",Census Tract 6404,"83","402","335","294","94167","1114","1.7540394973070017"
"577",Census Tract 6405,"59","668","571","212","82333","1510","1.6198675496688741"
"578",Census Tract 6406,"210","860","486","183","56806","1739","1.3691776883266245"
"579",Census Tract 6407,"56","289","479","145","63640","969","1.7358101135190918"
"580",Census Tract 6408,"75","157","223","115","61667","570","1.6631578947368422"
"581",Census Tract 6501,"338","427","468","144","50250","1377","1.3035584604212056"
"582",Census Tract 6502,"284","816","550","399","81643","2049","1.5192776964372865"
"583",Census Tract 6503.01,"183","462","580","266","67606","1491","1.6230717639168344"
"584",Census Tract 6503.02,"7","408","465","232","49811","1112","1.829136690647482"
"585",Census Tract 6504,"67","534","528","474","58143","1603","1.8789769182782283"
"586",Census Tract 6505,"246","400","523","375","79712","1544","1.6651554404145077"
"587",Census Tract 6603.01,"281","194","53","38","26359","566","0.7314487632508834"
"588",Census Tract 6603.02,"311","644","363","109","37397","1427","1.189208128941836"
"589",Census Tract 6604,"207","590","357","318","47330","1472","1.533967391304348"
"590",Census Tract 6605,"234","567","225","303","45855","1329","1.4492099322799097"
"591",Census Tract 6606,"657","797","230","204","36632","1888","0.9899364406779662"
"592",Census Tract 6607,"256","244","75","35","26786","610","0.8180327868852459"
"593",Census Tract 6608,"461","996","330","238","43289","2025","1.1703703703703705"
"594",Census Tract 6609,"395","543","463","91","43598","1492","1.1675603217158177"
"595",Census Tract 6610,"574","838","457","237","43601","2106","1.1695156695156694"
"596",Census Tract 6611,"148","485","843","358","55100","1834","1.7693565976008725"
"598",Census Tract 6702,"167","211","22","23","34632","423","0.7659574468085106"
"599",Census Tract 6703,"166","164","66","28","34464","424","0.8962264150943396"
"600",Census Tract 6704,"262","186","92","21","36742","561","0.7718360071301248"
"601",Census Tract 6705,"89","181","65","22","59028","357","1.0560224089635855"
"602",Census Tract 6706,"139","121","65","3","32344","328","0.7926829268292683"
"603",Census Tract 6707,"61","100","114","38","41000","313","1.4121405750798721"
"604",Census Tract 6708,"256","157","48","10","28000","471","0.6008492569002123"
"605",Census Tract 6709,"139","312","15","23","32827","489","0.8404907975460123"
"606",Census Tract 6711,"74","147","36","0","35536","257","0.8521400778210116"
"607",Census Tract 6712,"138","130","35","0","54500","303","0.6600660066006601"
"608",Census Tract 6713,"250","307","123","21","33819","701","0.8787446504992867"
"609",Census Tract 6714,"125","280","86","67","23977","558","1.1702508960573477"
"610",Census Tract 6715,"226","259","216","118","52587","819","1.2759462759462759"
"611",Census Tract 6716,"362","205","60","42","38250","669","0.6741405082212257"
"612",Census Tract 6718,"96","229","31","22","43250","378","0.9444444444444444"
"613",Census Tract 6719,"54","147","64","34","50865","299","1.2608695652173914"
"614",Census Tract 6720,"227","403","274","116","55014","1020","1.2735294117647058"
"615",Census Tract 6805,"134","202","73","52","38500","461","1.0932754880694142"
"616",Census Tract 6806,"117","248","24","50","45341","439","1.0159453302961277"
"617",Census Tract 6809,"1246","480","123","13","23008","1862","0.41084854994629433"
"618",Census Tract 6810,"517","307","119","97","32589","1040","0.8038461538461539"
"619",Census Tract 6811,"326","444","98","0","18750","868","0.7373271889400922"
"620",Census Tract 6812,"395","240","128","24","23852","787","0.7217280813214739"
"621",Census Tract 6813,"388","289","85","36","22813","798","0.7105263157894737"
"622",Census Tract 6814,"213","345","226","26","41864","810","1.0802469135802468"
"623",Census Tract 6903,"323","367","24","26","31923","740","0.6662162162162162"
"624",Census Tract 6904,"509","741","157","39","27750","1446","0.8105117565698479"
"625",Census Tract 6905,"144","109","22","44","36935","319","0.8934169278996865"
"626",Census Tract 6909,"604","694","282","171","59758","1751","1.0114220445459736"
"627",Census Tract 6910,"279","616","142","56","70000","1093","0.9771271729185728"
"628",Census Tract 6911,"453","274","81","63","25278","871","0.7175660160734788"
"629",Census Tract 6912,"482","454","87","16","28854","1039","0.6506256015399422"
"630",Census Tract 6913,"361","551","89","90","49191","1091","0.9156736938588451"
"631",Census Tract 6914,"455","498","199","106","36615","1258","0.9650238473767886"
"632",Census Tract 6915,"378","406","50","40","19554","874","0.7162471395881007"
"633",Census Tract 7001,"85","272","345","330","76480","1032","1.8914728682170543"
"634",Census Tract 7002,"69","497","630","634","83892","1830","1.9994535519125682"
"635",Census Tract 7003.01,"95","545","730","449","67272","1819","1.8427707531610775"
"636",Census Tract 7003.02,"110","594","709","328","89970","1741","1.7208500861573808"
"637",Census Tract 7004.01,"139","574","774","401","90119","1888","1.761122881355932"
"638",Census Tract 7004.02,"120","475","403","162","66591","1160","1.5232758620689655"
"639",Census Tract 7005.01,"200","915","821","442","77157","2378","1.6328847771236332"
"640",Census Tract 7005.02,"51","244","468","328","102895","1091","1.9835013748854262"
"641",Census Tract 7101,"242","269","65","27","33929","603","0.7960199004975125"
"642",Census Tract 7102,"641","687","202","113","43108","1643","0.8703590992087644"
"643",Census Tract 7103,"131","161","167","50","42738","509","1.267190569744597"
"644",Census Tract 7104,"449","1099","397","169","53235","2114","1.1352885525070957"
"645",Census Tract 7105,"480","784","162","100","41386","1526","0.9226736566186108"
"646",Census Tract 7106,"378","387","67","12","48676","844","0.659952606635071"
"647",Census Tract 7107,"431","660","164","76","50321","1331","0.9135987978963186"
"648",Census Tract 7108,"1011","535","334","14","22269","1894","0.6573389651531151"
"649",Census Tract 7109,"219","333","110","79","35516","741","1.0661268556005399"
"650",Census Tract 7110,"268","515","274","79","40000","1136","1.1443661971830985"
"651",Census Tract 7111,"109","351","288","105","62583","853","1.4560375146541618"
"652",Census Tract 7112,"363","539","637","192","75714","1731","1.3801270941652224"
"653",Census Tract 7113,"192","261","141","43","56250","637","1.054945054945055"
"654",Census Tract 7114,"148","390","216","91","43417","845","1.2958579881656804"
"655",Census Tract 7115,"127","384","293","42","46840","846","1.2955082742316786"
"656",Census Tract 7201,"15","328","541","188","165833","1072","1.8414179104477613"
"657",Census Tract 7202,"48","708","573","262","104010","1591","1.6593337523570082"
"658",Census Tract 7203,"84","510","727","206","151125","1527","1.6908971840209561"
"659",Census Tract 7204,"9","222","306","115","106875","652","1.8082822085889572"
"660",Census Tract 7205,"22","228","304","156","159148","710","1.8366197183098592"
"661",Census Tract 7206,"14","160","340","99","141830","613","1.8548123980424145"
"662",Census Tract 7207,"80","535","514","96","113750","1225","1.5110204081632652"
"663",Census Tract 7301,"167","425","218","106","60298","916","1.287117903930131"
"664",Census Tract 7302.01,"570","854","528","103","63750","2055","1.0798053527980536"
"665",Census Tract 7302.02,"67","448","351","129","86821","995","1.5447236180904522"
"666",Census Tract 7303,"81","143","92","46","51563","362","1.2845303867403315"
"667",Census Tract 7304,"143","568","537","144","101500","1392","1.4899425287356323"
"668",Census Tract 7305,"301","761","428","250","65111","1740","1.360344827586207"
"669",Census Tract 7306,"106","568","346","109","52204","1129","1.4056687333923825"
"670",Census Tract 7307,"129","303","223","87","54669","742","1.3611859838274933"
"671",Census Tract 7401,"95","578","387","126","113036","1186","1.4586846543001686"
"672",Census Tract 7402,"120","601","848","454","135577","2023","1.8086999505684627"
"673",Census Tract 7403,"50","654","965","238","142426","1907","1.729417933927635"
"674",Census Tract 7404,"76","737","796","220","120592","1829","1.634226353198469"
"675",Census Tract 7501,"206","600","365","210","73654","1381","1.4192614047791454"
"676",Census Tract 7502,"122","633","441","125","104653","1321","1.4307342922028765"
"677",Census Tract 7503,"75","272","522","87","120074","956","1.649581589958159"
"678",Census Tract 7504,"27","624","414","177","128696","1242","1.5966183574879227"
"679",Census Tract 7505,"274","1032","381","231","61650","1918","1.296663190823775"
"680",Census Tract 7506,"290","549","223","140","55694","1202","1.1772046589018303"
"681",Census Tract 7608.01,"223","1771","376","28","82167","2398","1.0871559633027523"
"682",Census Tract 7608.02,"116","602","321","151","85875","1190","1.4260504201680673"
"683",Census Tract 7608.03,"257","1248","974","393","66422","2872","1.5233286908077994"
"684",Census Tract 7702.01,"248","1227","997","351","86695","2823","1.5139922068721219"
"685",Census Tract 7702.02,"100","909","687","232","90547","1928","1.545124481327801"
"686",Census Tract 7703,"91","1053","1056","496","90174","2696","1.7258902077151335"
"687",Census Tract 7704,"101","391","698","410","99194","1600","1.885625"
"688",Census Tract 7705,"19","285","479","237","39731","1020","1.915686274509804"
"689",Census Tract 7706.01,"0","283","469","359","108674","1111","2.0684068406840685"
"690",Census Tract 7706.02,"134","516","546","335","75387","1531","1.7067276290006532"
"691",Census Tract 7707,"83","527","296","148","79063","1054","1.48292220113852"
"692",Census Tract 7708,"76","633","1004","338","78641","2051","1.7820575329107753"
"693",Census Tract 7709.01,"192","658","737","300","99986","1887","1.6067832538420774"
"694",Census Tract 7709.02,"116","600","500","248","81923","1464","1.6010928961748634"
"702",Census Tract 8008,"46","378","350","215","127273","989","1.7421638018200203"
"703",Census Tract 8009,"57","619","751","219","124922","1646","1.6877278250303767"
"704",Census Tract 8010,"172","756","939","288","159565","2155","1.623201856148492"
"705",Census Tract 8011,"48","407","890","252","206741","1597","1.8428303068252974"
"708",Census Tract 8014,"7","322","553","260","144455","1142","1.9334500875656744"
"709",Census Tract 8015,"232","865","946","371","151063","2414","1.6031483015741508"
"710",Census Tract 8016.01,"170","544","718","282","147917","1714","1.6487747957993"
"711",Census Tract 8016.03,"312","380","522","271","51598","1485","1.5063973063973064"
"712",Census Tract 8016.05,"88","550","1053","408","170625","2099","1.8484992853739877"
"713",Census Tract 8016.06,"75","736","1176","709","173000","2696","1.9343471810089021"
"714",Census Tract 8016.07,"98","605","1013","356","141932","2072","1.7852316602316602"
"715",Census Tract 8016.08,"187","777","1454","258","143627","2676","1.6662929745889388"
"716",Census Tract 8017.01,"0","259","584","290","211000","1133","2.0273609885260373"
"717",Census Tract 8017.02,"18","472","737","355","176679","1582","1.9032869785082174"
"718",Census Tract 8018,"116","709","785","746","224565","2356","1.91723259762309"
"719",Census Tract 8019.01,"64","774","734","270","114896","1842","1.6568946796959827"
"720",Census Tract 8019.02,"34","127","661","405","167250","1227","2.1711491442542785"
"721",Census Tract 8020.02,"10","370","807","474","145197","1661","2.0505719446116797"
"722",Census Tract 8020.03,"30","137","432","180","127159","779","1.9781771501925547"
"723",Census Tract 8020.04,"55","1280","798","64","45375","2197","1.3964497041420119"
"724",Census Tract 8021,"32","248","717","176","162102","1173","1.884057971014493"
"725",Census Tract 8022,"69","448","1116","266","159306","1899","1.8314902580305423"
"726",Census Tract 8023,"394","997","731","378","195078","2500","1.4372"
"727",Census Tract 8024.02,"126","955","1163","298","82889","2542","1.642407553107789"
"728",Census Tract 8024.03,"24","490","300","24","100000","838","1.3866348448687351"
"729",Census Tract 8024.04,"306","1143","1169","425","60402","3043","1.562931317778508"
"730",Census Tract 8025.03,"116","975","982","502","107643","2575","1.7262135922330097"
"731",Census Tract 8025.04,"33","372","943","688","86875","2036","2.1227897838899805"
"732",Census Tract 8025.05,"162","1209","841","182","61968","2394","1.435672514619883"
"733",Census Tract 8025.06,"19","246","266","259","99333","790","1.9683544303797469"
"734",Census Tract 8026.05,"114","1345","1068","499","114028","3026","1.6450760079312623"
"735",Census Tract 8026.07,"0","83","175","147","130714","405","2.1580246913580248"
"736",Census Tract 8026.08,"54","1627","883","328","89732","2892","1.5134854771784232"
"737",Census Tract 8026.09,"88","1326","942","238","66583","2594","1.51272166538165"
"738",Census Tract 8026.10,"10","217","347","182","124375","756","1.9272486772486772"
"739",Census Tract 8027.01,"57","497","1143","469","105887","2166","1.9344413665743305"
"740",Census Tract 8027.02,"101","521","757","294","127708","1673","1.7435744172145846"
"741",Census Tract 8028.01,"20","594","936","286","130536","1836","1.8104575163398693"
"742",Census Tract 8028.02,"70","630","1103","487","125042","2290","1.8764192139737992"
"743",Census Tract 8029,"18","560","1050","422","171425","2050","1.9151219512195121"
"744",Census Tract 8030.05,"49","436","422","196","133929","1103","1.6935630099728014"
"745",Census Tract 8030.07,"101","811","1028","216","106186","2156","1.6303339517625233"
"746",Census Tract 8030.08,"100","309","955","302","143884","1666","1.875750300120048"
"747",Census Tract 8030.10,"33","412","840","404","131894","1689","1.956187092954411"
"748",Census Tract 8030.12,"66","397","352","104","87098","919","1.5375408052230686"
"749",Census Tract 8030.13,"92","797","1112","341","137981","2342","1.726729291204099"
